	 6536590.886116448	 6536589.887052932	 6536589.886114755	 6536589.886116567	 6536589.886115161
	 3007590.61912863 	 3007589.61723298 	 3007589.619130732	 3007589.619126246	 3007589.619127498
	 1997647.029346528	 1997646.029732008	 1997646.029402563	 1997646.029371232	 1997646.029379437
	 -1779.482489786228	 -1779.483488528842	 -1779.48348983275	 -1779.483489808923	 -1779.483489812772
	 -148.0676796020939	 -148.0686828957991	 -148.068679621837	 -148.0686796070813	 -148.0686796113634
	 6943.109149517739	 6943.108149622221	 6943.108149493572	 6943.108149507075	 6943.108149505113
	 1.1              	 0.9067502503132955	 0.9998201424725249	 0.996813988913585	 0.998981861315828
	 0.15             	 0.08820402864257125	 0.1012120328531499	 0.09922208081153439	 0.09977970756117571
	 0.11             	 0.1446659883012859	 0.0514402364632716	 0.06283228687940805	 0.06088284848805769

